season,player,team,position,gp,avgtoi,hits,takeaways,blocked,minors,shots_against,goals_against,shots_for,goals_for,magpie_score
2021,Brock McGinn,PIT,F,64,14.9951,94,18,50,7,560,43,437,31,18.547002
2021,Nate Thompson,PHI,F,33,11.9697,49,8,20,4,254,33,144,8,13.225638
2021,Brady Skjei,CAR,D,82,21.1423,95,51,73,23,911,77,913,83,15.305157
2021,Johnny Gaudreau,CGY,F,82,18.5748,10,50,9,8,650,54,1076,158,7.113868
2021,Leo Komarov,NYI,F,1,10.8333,3,0,0,1,5,0,2,0,20.526316
2021,Logan Stanley,WPG,D,58,15.6443,131,13,100,16,567,55,406,31,22.751995
2021,Nick Bjugstad,MIN,F,57,10.2605,99,18,14,10,279,24,283,24,21.408171
2021,Juuso Riikola,PIT,D,5,13.3867,13,0,2,1,39,2,47,4,25.366347
2021,Tanner Kero,DAL,F,23,9.563,12,6,9,0,97,11,83,5,12.770055
2021,Ty Dellandrea,DAL,F,1,10.6167,3,0,0,0,5,1,2,0,20.394877
2021,Jack McBain,ARI,F,10,14.175,33,2,9,3,84,14,53,7,19.192246
2021,Leon Draisaitl,EDM,F,80,22.3492,53,74,25,19,920,84,1160,145,10.543486
2021,Adam Erne,DET,F,79,13.3852,161,24,43,14,564,55,462,35,20.515406
2021,Jeff Petry,MTL,D,68,22.1211,140,12,117,18,833,96,788,70,17.737465
2021,Olli Maatta,LAK,D,66,18.2831,67,10,94,4,574,49,619,52,20.261829
2021,Martin Kaut,COL,F,6,8.8083,6,1,3,0,23,0,28,2,38.297101
2021,Gabriel Landeskog,COL,F,51,20.3176,94,17,34,23,464,40,748,101,16.892425
2021,MacKenzie Weegar,FLA,D,80,23.3725,179,74,156,24,987,102,1132,120,24.312082
2021,Reese Johnson,CHI,F,31,10.5145,112,11,13,3,211,18,103,5,33.116215
2021,Madison Bowey,VAN,D,2,15.7333,4,0,2,0,24,4,9,0,10.858896
2021,Colton Sissons,NSH,F,79,16.1622,188,19,44,15,744,71,516,46,19.010365
2021,Brett Howden,VGK,F,47,10.6557,62,13,36,6,242,21,235,27,22.329104
2021,Kieffer Bellows,NYI,F,45,11.8644,103,6,14,8,291,23,256,27,22.15136
