season,player,team,position,gp,avgtoi,hits,takeaways,blocked,minors,shots_against,goals_against,shots_for,goals_for,magpie_score
2021,Trevor Lewis,CGY,F,80,12.8315,176,11,40,6,542,40,460,32,25.725313
2021,Scott Sabourin,OTT,F,7,7.5952,14,1,4,4,44,5,26,3,12.843823
2021,Sheldon Dries,VAN,F,11,10.3,9,2,6,0,54,7,59,6,13.885805
2021,Drake Caggiula,BUF,F,18,14.6361,17,6,7,2,147,18,100,10,9.985471
2021,Josh Mahura,ANA,D,38,14.0605,63,5,51,6,282,31,242,16,20.856648
2021,Cole Schwindt,FLA,F,3,14.1333,5,1,2,0,22,4,17,0,14.397284
2021,Kevin Fiala,MIN,F,82,17.6472,52,38,21,20,723,74,895,110,8.224063
2021,Juuso Valimaki,CGY,D,9,15.7056,8,3,9,5,85,5,78,5,12.976819
2021,Alex Barre-Boulet,TBL,F,16,11.0021,10,4,3,2,99,7,75,9,9.445339
2021,Scott Reedy,SJS,F,35,11.1862,14,6,26,5,192,17,172,15,11.745474
2021,Alexander Alexeyev,WSH,D,1,10.5833,1,0,0,1,6,0,6,0,6.38191
2021,Calle Jarnkrok,CGY,F,66,16.0376,38,27,17,3,510,64,541,49,8.299577
2021,Paul Stastny,WPG,F,71,17.7831,27,38,27,7,635,66,716,81,8.463034
2021,Moritz Seider,DET,D,82,23.0455,151,41,161,17,1006,118,1022,112,19.759005
2021,Luke Schenn,VAN,D,66,17.2098,273,7,96,21,613,46,525,46,36.640338
2021,Gustav Nyquist,CBJ,F,82,17.8407,41,46,51,13,859,105,758,95,8.305824
2021,Dillon Dube,CGY,F,79,12.839,87,24,15,10,496,47,579,50,13.175478
2021,Erik Gudbranson,CGY,D,78,18.1393,145,20,92,24,747,60,699,54,20.530229
2021,Brendan Perlini,EDM,F,23,8.3725,29,3,3,3,101,8,79,6,15.175589
2021,Rafael Harvey-Pinard,MTL,F,4,13.0875,12,2,3,0,35,5,35,3,22.151836
2021,Will Butcher,BUF,D,37,16.4833,11,1,32,0,314,28,302,22,9.351844
2021,Alexandre Texier,CBJ,F,36,14.6074,13,16,12,6,336,34,237,29,6.507727
2021,Tyler Lewington,BOS,D,2,12.4417,1,0,2,2,15,1,10,0,7.133301
2021,Barrett Hayton,ARI,F,60,16.1181,84,18,33,10,553,54,457,43,13.732163
2021,Jimmy Vesey,NJD,F,68,14.424,85,57,29,6,516,61,422,24,16.638504
2021,Martin Frk,LAK,F,6,14.0306,11,0,0,1,26,4,55,2,16.051134
2021,Nikita Zaitsev,OTT,D,62,18.9901,128,13,103,14,770,74,489,44,18.981304
2021,Brayden McNabb,VGK,D,69,19.7,154,37,179,18,730,75,634,59,28.449319
2021,Tony DeAngelo,CAR,D,64,19.8086,41,27,59,16,567,43,834,105,14.493756
2021,Logan Brown,STL,F,39,10.1897,22,7,13,4,208,15,192,13,10.656468
2021,Jordan Martinook,CAR,F,59,11.2008,83,11,11,11,298,25,348,24,16.771789
2021,Brent Burns,SJS,D,82,26.1467,55,68,150,22,1181,127,1065,115,14.059979
2021,Ryan Lindgren,NYR,D,78,20.1004,129,19,141,24,815,61,671,64,23.019377
2021,William Carrier,VGK,F,63,11.6238,159,24,24,12,322,30,446,35,29.697958
2021,Tomas Tatar,NJD,F,76,14.8322,75,27,28,11,541,60,627,47,12.095881
2021,Blake Comeau,DAL,F,6,11.4694,13,1,3,2,27,4,27,2,20.349336
2021,Robby Fabbri,DET,F,56,17.3295,86,13,19,16,499,57,528,51,11.591938
2021,Artemi Kniazev,SJS,D,1,11.9833,1,0,0,0,5,2,5,0,4.136939
2021,Nicolas Meloche,SJS,D,50,16.8757,158,17,54,17,439,47,346,28,25.440547
2021,Andrej Sustr,ANA,D,38,14.7232,27,10,36,8,314,26,231,14,13.194324
2021,Ross Johnston,NYI,F,32,10.2714,90,4,16,11,152,12,122,9,29.101732
2021,Joel Armia,MTL,F,60,13.7236,104,30,27,7,465,55,411,26,16.791261
2021,Oskar Steen,BOS,F,20,11.0733,32,9,8,3,95,9,120,7,23.810485
2021,Vincent Trocheck,CAR,F,81,17.8739,185,50,46,31,673,45,912,95,24.724438
2021,Patrik Laine,CBJ,F,56,18.8295,34,27,13,12,596,60,617,75,7.139238
2021,Michael Carcone,ARI,F,21,12.3135,31,8,7,4,135,15,132,7,15.351969
2021,Nathan Walker,STL,F,30,11.5422,58,8,22,1,151,14,158,15,31.33635
2021,Hudson Fasching,ARI,F,11,9.8833,16,2,6,0,60,4,38,0,23.831212
2021,Kale Clague,MTL,D,36,16.7375,14,6,23,10,313,27,296,18,7.719856
2021,Sean Durzi,LAK,D,64,19.5945,74,26,121,23,559,61,727,64,19.639492
2021,Justin Holl,TOR,D,69,20.2082,129,18,104,19,785,77,677,71,18.613882
2021,Kyle Connor,WPG,F,79,21.7762,32,66,23,2,941,92,1071,116,8.818445
2021,Adam Larsson,SEA,D,82,22.2809,183,23,140,25,961,121,725,67,18.294186
2021,Philipp Kurashev,CHI,F,67,12.854,31,24,30,6,436,40,393,30,10.635708
2021,Martin Necas,CAR,F,78,16.188,55,38,19,16,609,56,694,62,10.217078
2021,Charlie Coyle,BOS,F,82,17.4079,84,39,39,11,729,78,840,73,12.37799
2021,Jason Dickinson,VAN,F,62,13.0419,101,20,43,8,460,39,324,21,19.934159
2021,Dmitry Kulikov,MIN,D,80,18.196,100,16,103,18,813,66,667,69,17.018956
2021,Adrian Kempe,LAK,F,78,18.5838,111,34,28,22,702,74,908,80,12.93217
2021,Brad Hunt,VAN,D,50,15.253,22,11,48,6,390,33,428,34,12.54477
2021,Tom Wilson,WSH,F,78,18.5823,240,36,55,30,644,77,750,98,23.36635
2021,Radim Zohorna,PIT,F,17,10.3275,23,6,3,2,70,1,98,13,32.726355
2021,Matt Benning,NSH,D,65,16.3372,82,8,67,18,610,71,429,29,12.426967
2021,Tage Thompson,BUF,F,78,17.8795,66,49,25,12,736,98,824,99,9.261434
2021,Martin Fehervary,WSH,D,79,19.653,251,14,117,13,846,78,744,76,28.497475
2021,Rem Pitlick,MTL,F,65,14.9628,25,31,28,11,582,64,471,56,7.375123
2021,Morgan Rielly,TOR,D,82,23.738,92,40,87,20,1016,105,1247,157,13.051208
2021,Joonas Donskoi,SEA,F,75,14.8371,36,24,31,7,576,65,496,41,8.211398
2021,Alexander Edler,LAK,D,41,18.4626,56,9,70,17,378,30,476,41,20.00776
